,City,Year,Month,AQI,Range,Air Quality level,PM2.5,PM10,SO2,CO,NO2,O3
9261,拉萨,2017,03,61,49~96,良,21,68,7,0.768,19,100
9262,拉萨,2017,04,76,54~109,良,22,82,7,0.607,21,123
9263,拉萨,2017,05,72,51~87,良,19,55,9,0.561,18,127
9264,拉萨,2017,06,68,39~92,良,13,39,8,0.577,16,122
9265,拉萨,2017,07,47,29~76,优,10,28,8,0.548,17,91
9266,拉萨,2017,08,46,32~85,优,10,26,9,0.558,18,91
9267,拉萨,2017,09,45,30~75,优,12,36,9,0.627,21,87
9268,拉萨,2017,10,48,36~61,优,14,41,8,0.713,24,92
9269,拉萨,2017,11,53,42~67,良,25,55,7,0.833,34,89
9270,拉萨,2017,12,70,38~155,良,41,84,8,1.294,39,53
9271,拉萨,2018,01,64,0~98,良,31,77,7,0.861,29,96
9272,拉萨,2018,02,59,46~85,良,19,54,6,0.664,12,102
9273,拉萨,2018,03,61,45~85,良,16,47,6,0.597,16,111
9274,拉萨,2018,04,77,61~100,良,20,62,8,0.577,20,131
9275,拉萨,2018,05,81,0~123,良,21,61,9,0.445,18,135
9276,拉萨,2018,06,77,41~115,良,15,47,9,0.5,18,132
9277,拉萨,2018,07,50,33~75,良,12,33,7,0.403,17,95
9278,拉萨,2018,08,43,30~58,优,11,33,7,0.461,18,83
9279,拉萨,2018,09,43,30~54,优,9,28,7,0.4,19,86
9280,拉萨,2018,10,49,38~57,优,11,31,5,0.416,20,96
9281,拉萨,2018,11,49,40~59,优,18,49,5,0.6,28,77
9282,乐山,2014,12,137,137~137,轻度污染,104,123,16,1.2,34,81
9283,乐山,2015,01,145,48~259,轻度污染,110,142,28,1.461,43,33
9284,乐山,2015,02,97,28~267,良,73,97,14,1.289,28,62
9285,乐山,2015,03,83,45~136,良,59,89,24,1.087,36,88
9286,乐山,2015,04,77,33~149,良,55,84,24,1.02,35,107
9287,乐山,2015,05,80,37~151,良,40,63,22,0.874,32,129
9288,乐山,2015,06,67,49~132,良,30,48,22,0.883,29,117
9289,乐山,2015,07,69,32~100,良,34,52,20,0.903,29,118
9290,乐山,2015,08,69,33~149,良,41,62,18,0.916,27,105
9291,乐山,2015,09,54,35~127,良,35,52,15,0.95,27,69
9292,乐山,2015,10,83,39~160,良,60,87,21,1.174,38,74
9293,乐山,2015,11,76,34~117,良,55,78,16,1.213,34,40
9294,乐山,2015,12,103,42~206,轻度污染,76,102,19,1.235,39,34
9295,乐山,2016,01,96,30~182,良,71,107,17,1.29,38,45
9296,乐山,2016,02,98,37~327,良,73,101,15,1.279,37,71
9297,乐山,2016,03,83,30~128,良,59,99,26,1.261,44,82
9298,乐山,2016,04,67,35~118,良,44,73,21,1.1,38,85
9299,乐山,2016,05,75,34~169,良,43,70,18,0.942,30,120
9300,乐山,2016,06,69,32~121,良,22,38,17,1.007,23,121
9301,乐山,2016,07,67,39~116,良,26,42,17,0.829,24,116
9302,乐山,2016,08,78,34~142,良,41,58,13,0.955,26,131
9303,乐山,2016,09,55,36~84,良,33,47,16,0.983,31,89
9304,乐山,2016,10,69,29~131,良,48,66,16,1.006,34,73
9305,乐山,2016,11,112,35~202,轻度污染,83,120,19,1.193,39,59
9306,乐山,2016,12,131,65~189,轻度污染,99,140,18,1.342,44,36
9307,乐山,2017,01,162,44~408,中度污染,126,164,18,1.348,42,54
9308,乐山,2017,02,120,50~220,轻度污染,91,123,13,1.186,40,67
9309,乐山,2017,03,82,41~132,良,60,86,15,1.026,42,80
9310,乐山,2017,04,75,36~137,良,45,70,15,0.81,34,115
9311,乐山,2017,05,94,43~154,良,48,73,13,0.852,33,144
9312,乐山,2017,06,76,31~119,良,33,50,12,0.83,29,125
9313,乐山,2017,07,100,54~178,良,31,45,10,0.832,24,159
9314,乐山,2017,08,65,24~100,良,23,33,5,0.794,18,115
9315,乐山,2017,09,49,27~76,优,31,46,7,0.81,27,71
9316,乐山,2017,10,49,25~91,优,32,45,7,0.835,30,46
9317,乐山,2017,11,81,40~133,良,61,84,11,0.95,37,52
9318,乐山,2017,12,121,39~225,轻度污染,80,109,12,1.181,49,26
9319,乐山,2018,01,94,0~208,良,70,92,9,1.071,43,52
9320,乐山,2018,02,88,0~229,良,65,92,7,0.857,34,71
9321,乐山,2018,03,79,35~162,良,54,83,10,0.829,38,102
9322,乐山,2018,04,84,35~140,良,51,89,9,0.907,41,124
9323,乐山,2018,05,72,0~150,良,44,70,9,0.687,36,107
9324,乐山,2018,06,55,32~126,良,28,42,7,0.853,29,93
9325,乐山,2018,07,51,27~85,良,23,36,6,0.777,22,94
9326,乐山,2018,08,58,25~87,良,33,51,6,0.903,24,103
9327,乐山,2018,09,42,23~84,优,23,38,6,0.813,22,61
9328,乐山,2018,10,55,24~129,良,36,58,7,0.887,30,40
9329,乐山,2018,11,69,27~115,良,49,70,6,0.81,31,42
9330,丽水,2013,12,128,41~204,轻度污染,93,134,38,1.127,57,65
9331,丽水,2014,01,105,43~242,轻度污染,79,106,28,0.935,47,74
9332,丽水,2014,02,54,17~77,良,37,47,15,0.657,32,69
9333,丽水,2014,03,69,28~93,良,45,67,22,0.774,39,100
9334,丽水,2014,04,73,36~128,良,42,63,15,0.673,28,119
9335,丽水,2014,05,78,33~115,良,40,59,14,0.697,31,123
9336,丽水,2014,06,76,29~145,良,34,51,12,0.627,23,123
9337,丽水,2014,07,54,27~89,良,21,40,11,0.548,22,101
9338,丽水,2014,08,55,23~100,良,28,44,13,0.623,26,99
9339,丽水,2014,09,58,25~96,良,33,53,12,0.63,27,101
9340,丽水,2014,10,76,41~105,良,51,81,13,0.677,31,122
9341,丽水,2014,11,73,34~124,良,52,78,16,0.857,39,76
9342,丽水,2014,12,88,53~130,良,64,100,27,0.839,49,72
9343,丽水,2015,01,94,29~199,良,70,101,24,0.958,51,72
9344,丽水,2015,02,70,20~155,良,48,64,9,0.736,28,83
9345,丽水,2015,03,70,24~134,良,38,52,12,0.703,30,103
9346,丽水,2015,04,75,41~112,良,41,59,12,0.613,33,121
9347,丽水,2015,05,68,35~113,良,37,50,9,0.655,25,110
9348,丽水,2015,06,49,33~87,优,23,39,8,0.54,21,88
9349,丽水,2015,07,44,23~70,优,20,34,8,0.51,15,86
9350,丽水,2015,08,55,19~104,良,26,43,8,0.539,15,100
9351,丽水,2015,09,64,29~119,良,35,51,9,0.613,20,98
9352,丽水,2015,10,62,28~106,良,40,59,11,0.6,26,91
9353,丽水,2015,11,56,27~125,良,36,51,12,0.833,33,44
9354,丽水,2015,12,70,40~113,良,46,62,12,0.929,38,43
9355,丽水,2016,01,67,37~189,良,45,58,10,0.9,35,46
9356,丽水,2016,02,67,28~134,良,45,67,8,0.672,21,78
9357,丽水,2016,03,68,28~99,良,46,71,11,0.69,31,99
9358,丽水,2016,04,56,29~102,良,28,45,7,0.663,25,92
9359,丽水,2016,05,62,27~132,良,27,42,7,0.671,18,107
9360,丽水,2016,06,48,25~79,优,20,35,8,0.53,19,90
9361,丽水,2016,07,51,22~97,良,19,34,9,0.442,16,93
9362,丽水,2016,08,63,25~122,良,21,37,6,0.545,14,109
9363,丽水,2016,09,56,18~113,良,27,44,6,0.677,19,95
9364,丽水,2016,10,45,25~89,优,26,43,8,0.71,23,67
9365,丽水,2016,11,53,29~92,良,36,53,12,0.827,29,55
9366,丽水,2016,12,75,30~132,良,53,74,15,0.81,37,56
9367,丽水,2017,01,60,27~147,良,40,57,10,0.742,26,69
9368,丽水,2017,02,64,34~113,良,44,59,12,0.664,23,91
9369,丽水,2017,03,58,35~104,良,35,52,11,0.61,26,90
9370,丽水,2017,04,65,26~102,良,33,56,11,0.65,23,112
9371,丽水,2017,05,68,39~133,良,29,49,9,0.565,17,120
9372,丽水,2017,06,47,27~77,优,20,33,6,0.623,21,86
9373,丽水,2017,07,56,20~135,良,20,37,9,0.545,16,100
9374,丽水,2017,08,55,25~78,良,19,35,8,0.619,16,103
9375,丽水,2017,09,63,33~109,良,24,40,7,0.75,18,115
9376,丽水,2017,10,61,30~104,良,32,48,9,0.939,23,103
9377,丽水,2017,11,59,32~101,良,38,50,10,1.08,32,70
9378,丽水,2017,12,81,28~160,良,62,81,9,1.142,40,37
9379,丽水,2018,01,64,25~147,良,41,57,7,0.919,33,55
9380,丽水,2018,02,63,22~115,良,39,55,7,0.661,20,89
9381,丽水,2018,03,56,30~80,良,27,44,6,0.619,26,94
9382,丽水,2018,04,68,0~107,良,33,59,8,0.623,23,118
9383,丽水,2018,05,60,37~101,良,24,43,6,0.616,19,109
9384,丽水,2018,06,54,31~102,良,20,35,6,0.57,18,97
9385,丽水,2018,07,47,23~106,优,15,29,6,0.494,14,89
9386,丽水,2018,08,52,23~84,良,19,34,6,0.548,16,96
9387,丽水,2018,09,47,22~90,优,18,35,6,0.523,17,87
9388,丽水,2018,10,62,28~103,良,29,47,8,0.597,24,103
9389,丽水,2018,11,44,28~70,优,25,42,7,0.71,27,55
9390,凉山州,2014,12,62,62~62,良,45,70,11,0.5,30,109
9391,凉山州,2015,01,60,29~113,良,40,62,29,0.965,29,85
9392,凉山州,2015,02,56,41~73,良,29,51,29,0.986,20,104
9393,凉山州,2015,03,72,53~99,良,27,49,22,0.99,18,126
9394,凉山州,2015,04,63,35~88,良,19,35,27,1.043,18,114
9395,凉山州,2015,05,79,44~101,良,21,37,23,0.99,18,134
9396,凉山州,2015,06,57,41~93,良,17,30,24,0.92,17,107
9397,凉山州,2015,07,66,38~105,良,24,38,25,0.981,19,117
9398,凉山州,2015,08,55,35~89,良,22,35,19,0.739,19,99
9399,凉山州,2015,09,42,26~60,优,23,36,19,0.907,21,71
9400,凉山州,2015,10,51,32~84,良,30,49,28,0.99,22,88
9401,凉山州,2015,11,53,35~78,良,28,51,32,1.35,28,90
9402,凉山州,2015,12,55,39~112,良,33,53,29,1.281,27,70
9403,凉山州,2016,01,57,38~83,良,36,57,29,1.219,26,94
9404,凉山州,2016,02,55,36~109,良,30,44,25,1.234,19,92
9405,凉山州,2016,03,63,46~84,良,21,39,24,1.223,21,115
9406,凉山州,2016,04,61,39~83,良,20,36,25,0.943,21,110
9407,凉山州,2016,05,68,36~101,良,22,39,22,1,19,120
9408,凉山州,2016,06,56,29~95,良,19,31,28,1.007,18,96
9409,凉山州,2016,07,44,23~95,优,20,34,27,0.984,18,79
9410,凉山州,2016,08,61,36~106,良,23,34,30,0.881,17,108
9411,凉山州,2016,09,51,32~80,良,24,37,45,1.09,21,71
9412,凉山州,2016,10,53,25~82,良,27,43,34,0.871,22,81
9413,凉山州,2016,11,47,29~65,优,26,42,32,0.957,26,79
9414,凉山州,2016,12,57,30~93,良,38,57,32,0.913,31,70
9415,凉山州,2017,01,55,34~82,良,34,53,27,0.948,29,96
9416,凉山州,2017,02,54,33~70,良,29,49,23,0.911,25,99
9417,凉山州,2017,03,63,40~81,良,19,36,17,0.771,23,114
9418,凉山州,2017,04,68,41~116,良,22,39,17,0.843,23,118
9419,凉山州,2017,05,69,33~100,良,22,38,17,0.823,21,120
9420,凉山州,2017,06,55,28~95,良,20,32,13,0.76,20,101
9421,凉山州,2017,07,63,25~120,良,25,39,17,0.894,21,110
9422,凉山州,2017,08,54,29~107,良,17,26,12,0.748,16,99
9423,凉山州,2017,09,40,23~66,优,16,25,14,0.81,19,78
9424,凉山州,2017,10,35,21~54,优,18,26,15,0.819,22,63
9425,凉山州,2017,11,44,27~60,优,25,39,18,1.043,30,76
9426,凉山州,2017,12,53,21~88,良,35,53,17,1.074,32,48
9427,凉山州,2018,01,56,30~92,良,31,48,18,0.945,29,89
9428,凉山州,2018,02,62,39~108,良,29,43,16,1.118,21,101
9429,凉山州,2018,03,71,48~95,良,20,32,18,1.058,17,125
9430,凉山州,2018,04,74,41~102,良,20,35,18,0.963,18,128
9431,凉山州,2018,05,71,35~99,良,19,34,15,0.597,20,120
9432,凉山州,2018,06,53,32~112,良,17,26,14,0.81,18,100
9433,凉山州,2018,07,53,26~107,良,19,30,15,0.794,17,98
9434,凉山州,2018,08,65,38~102,良,25,36,14,0.977,16,114
9435,凉山州,2018,09,36,21~63,优,16,25,14,0.877,18,65
9436,凉山州,2018,10,37,22~54,优,19,30,17,0.835,19,64
9437,凉山州,2018,11,42,32~57,优,24,39,16,0.9,22,78
9438,莱芜,2013,12,197,86~358,中度污染,156,227,227,2.337,87,28
9439,莱芜,2014,01,178,57~281,中度污染,137,198,170,2.103,75,38
9440,莱芜,2014,02,126,48~250,轻度污染,94,125,114,1.518,64,55
9441,莱芜,2014,03,134,78~227,轻度污染,99,157,111,1.423,67,90
9442,莱芜,2014,04,131,40~239,轻度污染,98,148,93,1.363,56,91
9443,莱芜,2014,05,107,49~184,轻度污染,72,147,69,1.248,52,140
9444,莱芜,2014,06,109,45~162,轻度污染,78,110,58,1.353,42,137
9445,莱芜,2014,07,111,48~189,轻度污染,76,117,55,1.397,37,148
9446,莱芜,2014,08,105,40~143,轻度污染,74,118,76,1.587,40,141
9447,莱芜,2014,09,112,29~239,轻度污染,83,115,68,1.57,42,104
9448,莱芜,2014,10,111,51~193,轻度污染,82,129,72,1.842,46,81
9449,莱芜,2014,11,151,54~320,中度污染,114,158,94,2.377,67,43
9450,莱芜,2014,12,158,62~348,中度污染,122,171,134,1.91,71,32
9451,莱芜,2015,01,160,70~352,中度污染,125,160,124,2.21,69,26
9452,莱芜,2015,02,132,53~268,轻度污染,99,141,92,1.725,55,36
9453,莱芜,2015,03,126,60~215,轻度污染,90,156,68,1.716,52,52
9454,莱芜,2015,04,106,51~222,轻度污染,76,124,54,1.237,45,76
9455,莱芜,2015,05,101,43~156,轻度污染,71,125,48,1.287,44,99
9456,莱芜,2015,06,101,42~189,轻度污染,68,127,40,1.383,34,138
9457,莱芜,2015,07,101,41~226,轻度污染,65,115,25,1.5,28,138
9458,莱芜,2015,08,91,42~133,良,61,100,27,1.368,35,123
9459,莱芜,2015,09,87,47~159,良,61,101,37,1.267,44,111
9460,莱芜,2015,10,128,59~236,轻度污染,93,149,48,1.726,61,92
9461,莱芜,2015,11,131,39~298,轻度污染,99,139,56,1.927,51,35
9462,莱芜,2015,12,182,53~379,中度污染,141,211,94,2.235,65,28
9463,莱芜,2016,01,165,56~344,中度污染,127,181,96,2.3,71,23
9464,莱芜,2016,02,120,35~277,轻度污染,89,141,69,2.01,58,40
9465,莱芜,2016,03,124,66~239,轻度污染,90,158,50,1.348,61,89
9466,莱芜,2016,04,134,63~267,轻度污染,96,188,42,1.34,45,146
9467,莱芜,2016,05,106,65~188,轻度污染,59,132,40,1.194,39,143
9468,莱芜,2016,06,110,74~147,轻度污染,54,104,29,1.37,29,168
9469,莱芜,2016,07,84,51~153,良,47,94,16,1.219,24,131
9470,莱芜,2016,08,75,37~149,良,34,72,20,1.045,31,118
9471,莱芜,2016,09,96,57~167,良,59,125,34,1.263,46,136
9472,莱芜,2016,10,80,40~163,良,54,102,30,1.303,43,68
9473,莱芜,2016,11,118,39~198,轻度污染,86,149,45,1.627,51,47
9474,莱芜,2016,12,159,54~368,中度污染,123,183,58,1.865,56,41
9475,莱芜,2017,01,157,50~356,中度污染,122,192,61,1.665,50,46
9476,莱芜,2017,02,124,56~237,轻度污染,92,150,54,1.021,45,74
9477,莱芜,2017,03,99,59~172,良,72,130,40,1.139,47,85
9478,莱芜,2017,04,91,52~184,良,58,125,25,1.663,39,108
9479,莱芜,2017,05,119,43~332,轻度污染,38,88,29,1.3,35,149
9480,莱芜,2017,06,107,41~182,轻度污染,47,108,20,1.2,33,161
9481,莱芜,2017,07,87,38~160,良,43,81,8,0.887,25,133
9482,莱芜,2017,08,97,33~166,良,35,65,15,0.952,30,153
9483,莱芜,2017,09,97,38~175,良,40,86,19,1.04,39,153
9484,莱芜,2017,10,86,27~161,良,60,107,22,1.261,50,89
9485,莱芜,2017,11,101,50~181,轻度污染,72,138,33,1.35,56,62
9486,莱芜,2017,12,142,30~264,轻度污染,105,162,42,1.697,68,27
9487,莱芜,2018,01,143,46~336,轻度污染,110,156,33,1.455,62,57
9488,莱芜,2018,02,109,52~189,轻度污染,79,127,31,1.229,42,84
9489,莱芜,2018,03,101,48~162,轻度污染,71,117,25,1.052,46,119
9490,莱芜,2018,04,98,0~188,良,52,116,23,0.947,38,143
9491,莱芜,2018,05,105,49~166,轻度污染,44,99,17,0.897,35,162
9492,莱芜,2018,06,137,61~201,轻度污染,42,91,15,0.97,26,200
9493,莱芜,2018,07,95,28~200,良,35,63,11,1.006,23,150
9494,莱芜,2018,08,93,18~161,良,33,55,12,1.016,22,147
9495,莱芜,2018,09,75,35~105,良,37,76,14,1.077,33,119
9496,莱芜,2018,10,86,53~138,良,53,112,16,0.971,49,109
9497,莱芜,2018,11,138,52~345,轻度污染,97,174,20,1.352,56,67
9498,莱西,2013,12,134,134~134,轻度污染,76,218,79,0.8,57,40
9499,莱西,2014,01,150,49~353,轻度污染,116,162,84,0.926,45,52
9500,莱西,2014,02,98,37~203,良,70,101,48,0.793,29,90
9501,莱西,2014,03,98,55~150,良,67,128,42,0.768,46,113
9502,莱西,2014,04,92,56~146,良,54,98,22,0.553,25,142
9503,莱西,2014,05,112,53~202,轻度污染,53,78,20,0.523,28,172
9504,莱西,2014,06,102,62~170,轻度污染,44,56,12,0.293,21,158
9505,莱西,2014,07,110,49~182,轻度污染,49,68,10,0.558,18,167
9506,莱西,2014,08,80,27~133,良,37,55,19,0.529,25,133
9507,莱西,2014,09,68,35~121,良,32,50,17,0.473,26,118
9508,莱西,2014,10,75,41~131,良,45,77,18,0.558,28,116
9509,莱西,2014,11,119,37~279,轻度污染,89,127,31,1.007,34,71
9510,莱西,2014,12,114,42~340,轻度污染,83,120,58,1.242,41,49
9511,莱西,2015,01,112,32~311,轻度污染,84,109,50,1.342,32,55
9512,莱西,2015,02,109,40~208,轻度污染,78,115,45,1.318,31,74
9513,莱西,2015,03,95,39~180,良,68,119,34,0.926,31,94
9514,莱西,2015,04,83,47~154,良,49,92,18,0.653,24,127
9515,莱西,2015,05,79,50~109,良,38,75,13,0.494,22,131
9516,莱西,2015,06,90,48~138,良,37,67,12,0.46,18,146
9517,莱西,2015,07,69,33~116,良,28,48,13,0.345,16,120
9518,莱西,2015,08,74,23~142,良,35,59,10,0.539,22,125
9519,莱西,2015,09,81,42~151,良,33,57,15,0.513,26,134
9520,莱西,2015,10,89,42~167,良,58,100,18,0.732,34,118
9521,莱西,2015,11,85,29~198,良,62,83,22,0.953,30,64
9522,莱西,2015,12,125,30~362,轻度污染,95,134,48,1.635,40,52
9523,莱西,2016,01,113,32~302,轻度污染,84,120,55,1.465,41,58
9524,莱西,2016,02,89,33~195,良,64,92,43,1.262,30,79
9525,莱西,2016,03,85,41~164,良,51,99,28,0.974,26,113
9526,莱西,2016,04,117,62~390,轻度污染,52,128,19,0.64,30,152
9527,莱西,2016,05,101,49~159,轻度污染,40,81,14,0.561,24,156
9528,莱西,2016,06,91,47~155,良,28,56,9,0.46,20,148
9529,莱西,2016,07,76,38~110,良,24,51,10,0.606,13,126
9530,莱西,2016,08,69,27~181,良,18,42,10,0.59,20,118
9531,莱西,2016,09,84,35~173,良,31,57,13,0.64,25,138
9532,莱西,2016,10,58,36~84,良,34,61,11,0.703,28,94
9533,莱西,2016,11,82,33~150,良,58,98,22,1.15,38,63
9534,莱西,2016,12,106,32~246,轻度污染,78,117,33,1.348,46,51
9535,莱西,2017,01,109,36~259,轻度污染,81,114,35,1.613,40,56
9536,莱西,2017,02,86,0~200,良,60,90,25,1.096,32,83
9537,莱西,2017,03,61,0~122,良,41,66,15,0.623,25,88
9538,莱西,2017,04,82,0~126,良,39,82,13,0.687,27,133
9539,莱西,2017,05,109,48~185,轻度污染,36,93,10,0.497,20,158
9540,莱西,2017,06,96,49~203,良,30,62,9,0.45,20,153
9541,莱西,2017,07,82,42~149,良,37,61,7,0.413,14,135
9542,莱西,2017,08,64,34~128,良,25,44,6,0.5,15,111
9543,莱西,2017,09,91,43~135,良,35,64,10,0.557,21,146
9544,莱西,2017,10,63,30~127,良,39,64,11,0.61,24,99
9545,莱西,2017,11,76,32~156,良,48,90,17,0.92,33,70
9546,莱西,2017,12,91,30~232,良,65,111,28,1.348,46,34
9547,莱西,2018,01,89,31~222,良,63,103,24,1.335,40,57
9548,莱西,2018,02,78,42~134,良,53,85,24,1.325,26,78
9549,莱西,2018,03,73,39~129,良,47,86,13,0.752,24,105
9550,莱西,2018,04,83,46~150,良,37,94,11,0.663,26,124
9551,莱西,2018,05,83,46~143,良,33,70,8,0.577,18,139
9552,莱西,2018,06,92,46~166,良,30,51,9,0.547,17,148
9553,莱西,2018,07,52,23~99,良,21,40,5,0.4,11,92
9554,莱西,2018,08,63,31~121,良,20,41,5,0.529,11,109
9555,莱西,2018,09,78,40~133,良,28,53,7,0.623,20,130
9556,莱西,2018,10,69,33~132,良,37,68,9,0.732,28,113
9557,莱西,2018,11,108,34~330,轻度污染,69,123,12,1.197,37,84
9558,临夏州,2014,12,233,233~233,重度污染,183,292,129,3.2,125,57
9559,临夏州,2015,01,218,99~374,重度污染,173,262,132,3.129,123,65
9560,临夏州,2015,02,142,65~277,轻度污染,99,178,109,2.118,87,74
9561,临夏州,2015,03,111,51~479,轻度污染,59,159,56,1.34,58,97
9562,临夏州,2015,04,78,53~126,良,36,91,21,0.953,64,122
9563,临夏州,2015,05,81,59~145,良,48,102,12,0.729,60,114
9564,临夏州,2015,06,75,54~101,良,36,66,11,0.837,54,123
9565,临夏州,2015,07,71,47~90,良,18,46,7,0.784,24,123
9566,临夏州,2015,08,60,47~72,良,19,46,9,0.765,28,109
9567,临夏州,2015,09,51,38~67,良,24,41,9,0.843,26,89
9568,临夏州,2015,10,50,35~74,良,16,34,13,0.884,30,92
9569,临夏州,2015,11,57,33~80,良,30,56,26,1.257,42,72
9570,临夏州,2015,12,62,38~98,良,34,62,32,2.026,45,77
9571,临夏州,2016,01,68,32~97,良,46,77,30,1.939,37,72
9572,临夏州,2016,02,78,24~167,良,44,102,24,1.659,33,69
9573,临夏州,2016,03,82,48~255,良,35,95,19,1.355,39,114
9574,临夏州,2016,04,71,55~112,良,31,70,20,1.143,26,121
9575,临夏州,2016,05,89,52~168,良,48,113,18,0.961,30,121
9576,临夏州,2016,06,75,51~97,良,32,61,14,0.94,30,127
9577,临夏州,2016,07,65,40~115,良,26,47,12,1.006,21,114
9578,临夏州,2016,08,53,37~74,良,32,53,14,1.271,25,85
9579,临夏州,2016,09,55,44~68,良,24,55,15,1.137,34,91
9580,临夏州,2016,10,69,40~105,良,38,76,16,1.532,40,74
9581,临夏州,2016,11,96,56~163,良,64,123,39,1.96,63,72
9582,临夏州,2016,12,107,61~216,轻度污染,66,132,46,2.506,83,71
9583,临夏州,2017,01,169,63~500,中度污染,84,131,53,2.377,51,81
9584,临夏州,2017,02,107,57~207,轻度污染,80,121,47,1.75,44,101
9585,临夏州,2017,03,75,52~118,良,45,64,36,1.1,32,124
9586,临夏州,2017,04,77,34~285,良,35,49,24,0.807,21,119
9587,临夏州,2017,05,68,40~129,良,30,50,16,0.752,16,115
9588,临夏州,2017,06,68,36~103,良,21,42,18,0.7,15,119
9589,临夏州,2017,07,77,32~101,良,17,37,17,0.668,13,131
9590,临夏州,2017,08,58,34~91,良,15,31,17,0.755,14,106
9591,临夏州,2017,09,47,34~60,优,17,39,17,0.807,18,90
9592,临夏州,2017,10,54,30~104,良,28,59,17,0.932,21,79
9593,临夏州,2017,11,88,71~109,良,55,120,37,1.687,40,69
9594,临夏州,2017,12,152,59~677,中度污染,85,172,42,2.723,45,36
9595,临夏州,2018,01,76,43~109,良,51,97,36,2.016,35,70
9596,临夏州,2018,02,75,0~129,良,48,98,36,1.557,29,87
9597,临夏州,2018,03,47,0~144,优,28,48,20,0.832,25,100
9598,临夏州,2018,04,53,0~99,良,28,63,17,0.683,20,111
9599,临夏州,2018,05,66,0~97,良,28,59,16,0.552,16,131
9600,临夏州,2018,06,81,51~104,良,34,62,14,0.66,12,135
9601,临夏州,2018,07,65,46~91,良,33,52,13,0.771,11,113
9602,临夏州,2018,08,63,35~89,良,39,56,14,0.803,11,105
9603,临夏州,2018,09,52,34~73,良,26,52,14,0.863,12,91
9604,临夏州,2018,10,69,42~112,良,45,84,20,1.065,19,87
9605,临夏州,2018,11,90,40~480,良,51,104,31,1.428,28,73
9606,溧阳,2014,01,153,67~296,中度污染,119,178,38,0.707,65,42
9607,溧阳,2014,02,102,27~262,轻度污染,76,105,26,0.746,37,78
9608,溧阳,2014,03,103,53~181,轻度污染,75,123,31,0.706,52,124
9609,溧阳,2014,04,105,52~203,轻度污染,60,90,25,0.537,40,143
9610,溧阳,2014,05,128,50~323,轻度污染,76,134,30,0.673,42,175
9611,溧阳,2014,06,108,48~201,轻度污染,68,99,16,0.9,38,152
9612,溧阳,2014,07,94,28~159,良,52,74,18,0.861,31,141
9613,溧阳,2014,08,67,33~140,良,40,66,25,1.377,32,106
9614,溧阳,2014,09,63,38~125,良,32,61,15,0.7,35,104
9615,溧阳,2014,10,74,31~106,良,41,75,19,1.042,51,114
9616,溧阳,2014,11,93,44~217,良,68,112,33,1.13,63,63
9617,溧阳,2014,12,78,54~144,良,51,95,39,0.945,59,55
9618,溧阳,2015,01,125,53~221,轻度污染,93,153,30,0.839,58,57
9619,溧阳,2015,02,100,37~180,良,72,116,19,0.739,37,87
9620,溧阳,2015,03,89,41~203,良,58,98,21,0.674,42,102
9621,溧阳,2015,04,94,51~158,良,55,100,35,0.647,44,130
9622,溧阳,2015,05,103,47~187,轻度污染,54,89,20,0.719,36,152
9623,溧阳,2015,06,68,25~168,良,46,73,23,0.843,34,81
9624,溧阳,2015,07,58,24~125,良,38,56,17,0.661,26,73
9625,溧阳,2015,08,68,21~147,良,36,58,28,0.71,25,114
9626,溧阳,2015,09,70,34~112,良,38,63,21,0.793,33,118
9627,溧阳,2015,10,84,38~158,良,58,102,17,0.839,51,107
9628,溧阳,2015,11,82,38~147,良,60,88,18,1.077,52,58
9629,溧阳,2015,12,131,66~268,轻度污染,98,150,26,1.061,59,41
9630,溧阳,2016,01,106,43~226,轻度污染,77,116,23,0.781,49,52
9631,溧阳,2016,02,86,34~142,良,61,100,16,0.628,30,75
9632,溧阳,2016,03,87,34~175,良,62,100,24,0.777,44,74
9633,溧阳,2016,04,69,40~113,良,40,69,14,0.653,38,103
9634,溧阳,2016,05,78,32~185,良,44,83,12,1.039,29,109
9635,溧阳,2016,06,54,25~105,良,35,56,10,0.86,23,81
9636,溧阳,2016,07,78,28~162,良,29,44,12,0.845,19,131
9637,溧阳,2016,08,79,39~128,良,27,42,14,0.916,19,132
9638,溧阳,2016,09,65,22~110,良,36,53,11,1.023,25,110
9639,溧阳,2016,10,50,31~84,良,30,45,15,1.013,32,70
9640,溧阳,2016,11,74,31~158,良,52,77,27,1.217,40,61
9641,溧阳,2016,12,100,36~208,轻度污染,74,105,18,1.171,47,62
9642,溧阳,2017,01,91,42~180,良,67,88,13,1.213,37,62
9643,溧阳,2017,02,94,40~156,良,69,89,16,1.336,37,85
9644,溧阳,2017,03,73,40~124,良,51,75,16,1.023,39,93
9645,溧阳,2017,04,80,38~117,良,46,75,26,1.05,36,120
9646,溧阳,2017,05,86,38~157,良,42,66,15,0.99,28,134
9647,溧阳,2017,06,69,28~115,良,36,47,12,0.81,23,113
9648,溧阳,2017,07,56,26~140,良,23,33,12,0.687,21,96
9649,溧阳,2017,08,59,28~131,良,23,34,10,0.729,17,105
9650,溧阳,2017,09,63,28~140,良,31,42,17,0.8,22,103
9651,溧阳,2017,10,59,29~115,良,35,51,18,0.9,32,93
9652,溧阳,2017,11,72,32~129,良,46,76,20,0.863,44,73
9653,溧阳,2017,12,114,52~252,轻度污染,83,114,25,1.032,58,33
